"publication_id","title","url","abstract","categories","author_name","date"
851,"bibliometric statistical properties of the 100 largest european universities: prevalent scaling rules in the science system","http://arxiv.org/abs/0704.0889","for the 100 largest european universities we studied the statistical properties of bibliometric indicators related to research performance, field citation density and journal impact. we find a size-dependent cumulative advantage for the impact of universities in terms of total number of citations. in previous work a similar scaling rule was found at the level of research groups. therefore we conjecture that this scaling rule is a prevalent property of the science system. we observe that lower performance universities have a larger size-dependent cumulative advantage for receiving citations than top-performance universities. we also find that for the lower-performance universities the fraction of not-cited publications decreases considerably with size. generally, the higher the average journal impact of the publications of a university, the lower the number of not-cited publications. we find that the average research performance does not dilute with size. large top-performance universities succeed in keeping a high performance over a broad range of activities. this most probably is an indication of their scientific attractive power. next we find that particularly for the lower-performance universities the field citation density provides a strong cumulative advantage in citations per publication. the relation between number of citations and field citation density found in this study can be considered as a second basic scaling rule of the science system. top-performance universities publish in journals with significantly higher journal impact as compared to the lower performance universities. we find a significant decrease of the fraction of self-citations with increasing research performance, average field citation density, and average journal impact.","physics","anthony f. j. van raan","2007-04-06"
851,"bibliometric statistical properties of the 100 largest european universities: prevalent scaling rules in the science system","http://arxiv.org/abs/0704.0889","for the 100 largest european universities we studied the statistical properties of bibliometric indicators related to research performance, field citation density and journal impact. we find a size-dependent cumulative advantage for the impact of universities in terms of total number of citations. in previous work a similar scaling rule was found at the level of research groups. therefore we conjecture that this scaling rule is a prevalent property of the science system. we observe that lower performance universities have a larger size-dependent cumulative advantage for receiving citations than top-performance universities. we also find that for the lower-performance universities the fraction of not-cited publications decreases considerably with size. generally, the higher the average journal impact of the publications of a university, the lower the number of not-cited publications. we find that the average research performance does not dilute with size. large top-performance universities succeed in keeping a high performance over a broad range of activities. this most probably is an indication of their scientific attractive power. next we find that particularly for the lower-performance universities the field citation density provides a strong cumulative advantage in citations per publication. the relation between number of citations and field citation density found in this study can be considered as a second basic scaling rule of the science system. top-performance universities publish in journals with significantly higher journal impact as compared to the lower performance universities. we find a significant decrease of the fraction of self-citations with increasing research performance, average field citation density, and average journal impact.","physics","anthony f. j. van raan","2007-04-06"
859,"a unified approach to the theory of separately holomorphic mappings","http://arxiv.org/abs/0704.0897","we extend the theory of separately holomorphic mappings between complex analytic spaces. our method is based on poletsky theory of discs, rosay theorem on holomorphic discs and our recent joint-work with pflug on cross theorems in dimension 1. it also relies on our new technique of conformal mappings and a generalization of siciak's relative extremal function. our approach illustrates the unified character: ``from local informations to global extensions"". moreover, it avoids systematically the use of the classical method of doubly orthogonal bases of bergman type.","mathematics","viet-anh nguyen","2007-04-06"
873,"smooth and starburst tidal tails in the gems and goods fields","http://arxiv.org/abs/0704.0911","gems and goods fields were examined to z~1.4 for galaxy interactions and mergers. the basic morphologies are familiar: antennae with long tidal tails, tidal dwarfs, and merged cores; m51-type galaxies with disk spirals and tidal arm companions; early-type galaxies with diffuse plumes; equal-mass grazing-collisions; and thick j-shaped tails beaded with star formation and double cores. one type is not common locally and is apparently a loose assemblage of smaller galaxies. photometric measurements were made of the tails and clumps, and physical sizes were determined assuming photometric redshifts. antennae tails are a factor of ~3 smaller in gems and goods systems compared to local antennae; their disks are a factor of ~2 smaller than locally. collisions among early type galaxies generally show no fine structure in their tails, indicating that stellar debris is usually not unstable. one exception has a 5x10**9 msun smooth red clump that could be a pure stellar condensation. most tidal dwarfs are blue and probably form by gravitational instabilities in the gas. one tidal dwarf looks like it existed previously and was incorporated into the arm tip by tidal forces. the star-forming regions in tidal arms are 10 to 1000 times more massive than star complexes in local galaxies, although their separations are about the same. if they all form by gravitational instabilities, then the gaseous velocity dispersions in interacting galaxies have to be larger than in local galaxies by a factor of ~5 or more; the gas column densities have to be larger by the square of this factor.","physics","thomas ferguson","2007-04-06"
873,"smooth and starburst tidal tails in the gems and goods fields","http://arxiv.org/abs/0704.0911","gems and goods fields were examined to z~1.4 for galaxy interactions and mergers. the basic morphologies are familiar: antennae with long tidal tails, tidal dwarfs, and merged cores; m51-type galaxies with disk spirals and tidal arm companions; early-type galaxies with diffuse plumes; equal-mass grazing-collisions; and thick j-shaped tails beaded with star formation and double cores. one type is not common locally and is apparently a loose assemblage of smaller galaxies. photometric measurements were made of the tails and clumps, and physical sizes were determined assuming photometric redshifts. antennae tails are a factor of ~3 smaller in gems and goods systems compared to local antennae; their disks are a factor of ~2 smaller than locally. collisions among early type galaxies generally show no fine structure in their tails, indicating that stellar debris is usually not unstable. one exception has a 5x10**9 msun smooth red clump that could be a pure stellar condensation. most tidal dwarfs are blue and probably form by gravitational instabilities in the gas. one tidal dwarf looks like it existed previously and was incorporated into the arm tip by tidal forces. the star-forming regions in tidal arms are 10 to 1000 times more massive than star complexes in local galaxies, although their separations are about the same. if they all form by gravitational instabilities, then the gaseous velocity dispersions in interacting galaxies have to be larger than in local galaxies by a factor of ~5 or more; the gas column densities have to be larger by the square of this factor.","physics","debra meloy elmegreen","2007-04-06"
873,"smooth and starburst tidal tails in the gems and goods fields","http://arxiv.org/abs/0704.0911","gems and goods fields were examined to z~1.4 for galaxy interactions and mergers. the basic morphologies are familiar: antennae with long tidal tails, tidal dwarfs, and merged cores; m51-type galaxies with disk spirals and tidal arm companions; early-type galaxies with diffuse plumes; equal-mass grazing-collisions; and thick j-shaped tails beaded with star formation and double cores. one type is not common locally and is apparently a loose assemblage of smaller galaxies. photometric measurements were made of the tails and clumps, and physical sizes were determined assuming photometric redshifts. antennae tails are a factor of ~3 smaller in gems and goods systems compared to local antennae; their disks are a factor of ~2 smaller than locally. collisions among early type galaxies generally show no fine structure in their tails, indicating that stellar debris is usually not unstable. one exception has a 5x10**9 msun smooth red clump that could be a pure stellar condensation. most tidal dwarfs are blue and probably form by gravitational instabilities in the gas. one tidal dwarf looks like it existed previously and was incorporated into the arm tip by tidal forces. the star-forming regions in tidal arms are 10 to 1000 times more massive than star complexes in local galaxies, although their separations are about the same. if they all form by gravitational instabilities, then the gaseous velocity dispersions in interacting galaxies have to be larger than in local galaxies by a factor of ~5 or more; the gas column densities have to be larger by the square of this factor.","physics","brendan mullan","2007-04-06"
873,"smooth and starburst tidal tails in the gems and goods fields","http://arxiv.org/abs/0704.0911","gems and goods fields were examined to z~1.4 for galaxy interactions and mergers. the basic morphologies are familiar: antennae with long tidal tails, tidal dwarfs, and merged cores; m51-type galaxies with disk spirals and tidal arm companions; early-type galaxies with diffuse plumes; equal-mass grazing-collisions; and thick j-shaped tails beaded with star formation and double cores. one type is not common locally and is apparently a loose assemblage of smaller galaxies. photometric measurements were made of the tails and clumps, and physical sizes were determined assuming photometric redshifts. antennae tails are a factor of ~3 smaller in gems and goods systems compared to local antennae; their disks are a factor of ~2 smaller than locally. collisions among early type galaxies generally show no fine structure in their tails, indicating that stellar debris is usually not unstable. one exception has a 5x10**9 msun smooth red clump that could be a pure stellar condensation. most tidal dwarfs are blue and probably form by gravitational instabilities in the gas. one tidal dwarf looks like it existed previously and was incorporated into the arm tip by tidal forces. the star-forming regions in tidal arms are 10 to 1000 times more massive than star complexes in local galaxies, although their separations are about the same. if they all form by gravitational instabilities, then the gaseous velocity dispersions in interacting galaxies have to be larger than in local galaxies by a factor of ~5 or more; the gas column densities have to be larger by the square of this factor.","physics","bruce g. elmegreen","2007-04-06"
874,"nuclear spin effects in optical lattice clocks","http://arxiv.org/abs/0704.0912","we present a detailed experimental and theoretical study of the effect of nuclear spin on the performance of optical lattice clocks. with a state-mixing theory including spin-orbit and hyperfine interactions, we describe the origin of the $^1s_0$-$^3p_0$ clock transition and the differential g-factor between the two clock states for alkaline-earth(-like) atoms, using $^{87}$sr as an example. clock frequency shifts due to magnetic and optical fields are discussed with an emphasis on those relating to nuclear structure. an experimental determination of the differential g-factor in $^{87}$sr is performed and is in good agreement with theory. the magnitude of the tensor light shift on the clock states is also explored experimentally. state specific measurements with controlled nuclear spin polarization are discussed as a method to reduce the nuclear spin-related systematic effects to below 10$^{-17}$ in lattice clocks.","physics","seth m. foreman","2007-04-06"
874,"nuclear spin effects in optical lattice clocks","http://arxiv.org/abs/0704.0912","we present a detailed experimental and theoretical study of the effect of nuclear spin on the performance of optical lattice clocks. with a state-mixing theory including spin-orbit and hyperfine interactions, we describe the origin of the $^1s_0$-$^3p_0$ clock transition and the differential g-factor between the two clock states for alkaline-earth(-like) atoms, using $^{87}$sr as an example. clock frequency shifts due to magnetic and optical fields are discussed with an emphasis on those relating to nuclear structure. an experimental determination of the differential g-factor in $^{87}$sr is performed and is in good agreement with theory. the magnitude of the tensor light shift on the clock states is also explored experimentally. state specific measurements with controlled nuclear spin polarization are discussed as a method to reduce the nuclear spin-related systematic effects to below 10$^{-17}$ in lattice clocks.","physics","sebastian blatt","2007-04-06"
874,"nuclear spin effects in optical lattice clocks","http://arxiv.org/abs/0704.0912","we present a detailed experimental and theoretical study of the effect of nuclear spin on the performance of optical lattice clocks. with a state-mixing theory including spin-orbit and hyperfine interactions, we describe the origin of the $^1s_0$-$^3p_0$ clock transition and the differential g-factor between the two clock states for alkaline-earth(-like) atoms, using $^{87}$sr as an example. clock frequency shifts due to magnetic and optical fields are discussed with an emphasis on those relating to nuclear structure. an experimental determination of the differential g-factor in $^{87}$sr is performed and is in good agreement with theory. the magnitude of the tensor light shift on the clock states is also explored experimentally. state specific measurements with controlled nuclear spin polarization are discussed as a method to reduce the nuclear spin-related systematic effects to below 10$^{-17}$ in lattice clocks.","physics","tanya zelevinsky","2007-04-06"
874,"nuclear spin effects in optical lattice clocks","http://arxiv.org/abs/0704.0912","we present a detailed experimental and theoretical study of the effect of nuclear spin on the performance of optical lattice clocks. with a state-mixing theory including spin-orbit and hyperfine interactions, we describe the origin of the $^1s_0$-$^3p_0$ clock transition and the differential g-factor between the two clock states for alkaline-earth(-like) atoms, using $^{87}$sr as an example. clock frequency shifts due to magnetic and optical fields are discussed with an emphasis on those relating to nuclear structure. an experimental determination of the differential g-factor in $^{87}$sr is performed and is in good agreement with theory. the magnitude of the tensor light shift on the clock states is also explored experimentally. state specific measurements with controlled nuclear spin polarization are discussed as a method to reduce the nuclear spin-related systematic effects to below 10$^{-17}$ in lattice clocks.","physics","thomas zanon-willette","2007-04-06"
874,"nuclear spin effects in optical lattice clocks","http://arxiv.org/abs/0704.0912","we present a detailed experimental and theoretical study of the effect of nuclear spin on the performance of optical lattice clocks. with a state-mixing theory including spin-orbit and hyperfine interactions, we describe the origin of the $^1s_0$-$^3p_0$ clock transition and the differential g-factor between the two clock states for alkaline-earth(-like) atoms, using $^{87}$sr as an example. clock frequency shifts due to magnetic and optical fields are discussed with an emphasis on those relating to nuclear structure. an experimental determination of the differential g-factor in $^{87}$sr is performed and is in good agreement with theory. the magnitude of the tensor light shift on the clock states is also explored experimentally. state specific measurements with controlled nuclear spin polarization are discussed as a method to reduce the nuclear spin-related systematic effects to below 10$^{-17}$ in lattice clocks.","physics","jun ye","2007-04-06"
874,"nuclear spin effects in optical lattice clocks","http://arxiv.org/abs/0704.0912","we present a detailed experimental and theoretical study of the effect of nuclear spin on the performance of optical lattice clocks. with a state-mixing theory including spin-orbit and hyperfine interactions, we describe the origin of the $^1s_0$-$^3p_0$ clock transition and the differential g-factor between the two clock states for alkaline-earth(-like) atoms, using $^{87}$sr as an example. clock frequency shifts due to magnetic and optical fields are discussed with an emphasis on those relating to nuclear structure. an experimental determination of the differential g-factor in $^{87}$sr is performed and is in good agreement with theory. the magnitude of the tensor light shift on the clock states is also explored experimentally. state specific measurements with controlled nuclear spin polarization are discussed as a method to reduce the nuclear spin-related systematic effects to below 10$^{-17}$ in lattice clocks.","physics","andrew d. ludlow","2007-04-06"
874,"nuclear spin effects in optical lattice clocks","http://arxiv.org/abs/0704.0912","we present a detailed experimental and theoretical study of the effect of nuclear spin on the performance of optical lattice clocks. with a state-mixing theory including spin-orbit and hyperfine interactions, we describe the origin of the $^1s_0$-$^3p_0$ clock transition and the differential g-factor between the two clock states for alkaline-earth(-like) atoms, using $^{87}$sr as an example. clock frequency shifts due to magnetic and optical fields are discussed with an emphasis on those relating to nuclear structure. an experimental determination of the differential g-factor in $^{87}$sr is performed and is in good agreement with theory. the magnitude of the tensor light shift on the clock states is also explored experimentally. state specific measurements with controlled nuclear spin polarization are discussed as a method to reduce the nuclear spin-related systematic effects to below 10$^{-17}$ in lattice clocks.","physics","martin m. boyd","2007-04-06"
921,"the einstein-varicak correspondence on relativistic rigid rotation","http://arxiv.org/abs/0704.0962","the historical significance of the problem of relativistic rigid rotation is reviewed in light of recently published correspondence between einstein and the mathematician vladimir varicak from the years 1909 to 1913.","physics","tilman sauer","2007-04-06"
993,"maximal ball packings of symplectic-toric manifolds","http://arxiv.org/abs/0704.1036","let m be a symplectic-toric manifold of dimension at least four. this paper investigates the so called symplectic ball packing problem in the toral equivariant setting. we show that the set of toric symplectic ball packings of m admits the structure of a convex polytope. previous work of the first author shows that up to equivalence, only cp^1 x cp^1 and cp^2 admit density one packings when n=2 and only cp^n admits density one packings when n>2. in contrast, we show that for a fixed n>=2 and each r in (0, 1), there are uncountably many inequivalent 2n-dimensional symplectic-toric manifolds with a maximal toric packing of density r. this result follows from a general analysis of how the densities of maximal packings change while varying a given symplectic-toric manifold through a family of symplectic-toric manifolds that are equivariantly diffeomorphic but not equivariantly symplectomorphic.","mathematics","benjamin schmidt","2007-04-08"
993,"maximal ball packings of symplectic-toric manifolds","http://arxiv.org/abs/0704.1036","let m be a symplectic-toric manifold of dimension at least four. this paper investigates the so called symplectic ball packing problem in the toral equivariant setting. we show that the set of toric symplectic ball packings of m admits the structure of a convex polytope. previous work of the first author shows that up to equivalence, only cp^1 x cp^1 and cp^2 admit density one packings when n=2 and only cp^n admits density one packings when n>2. in contrast, we show that for a fixed n>=2 and each r in (0, 1), there are uncountably many inequivalent 2n-dimensional symplectic-toric manifolds with a maximal toric packing of density r. this result follows from a general analysis of how the densities of maximal packings change while varying a given symplectic-toric manifold through a family of symplectic-toric manifolds that are equivariantly diffeomorphic but not equivariantly symplectomorphic.","mathematics","alvaro pelayo","2007-04-08"
1028,"a faddeev calculation for pentaquark $\theta^+$ in diquark picture with nambu-jona-lasinio type interaction","http://arxiv.org/abs/0704.1072","a bethe-salpeter-faddeev (bsf) calculation is performed for the pentaquark $\theta^+$ in the diquark picture of jaffe and wilczek in which $\theta^+$ is a diquark-diquark-${\bar s}$ three-body system. nambu-jona-lasinio (njl) model is used to calculate the lowest order diagrams in the two-body scatterings of ${\bar s}d$ and $d d$. with the use of coupling constants determined from the meson sector, we find that ${\bar s}d$ interaction is attractive while $dd$ interaction is repulsive, and there is no bound $\frac 12^+$ pentaquark state. a bound pentaquark $\theta^+$ can only be obtained with unphysically strong vector mesonic coupling constants.","physics","s. n. yang","2007-04-09"
1028,"a faddeev calculation for pentaquark $\theta^+$ in diquark picture with nambu-jona-lasinio type interaction","http://arxiv.org/abs/0704.1072","a bethe-salpeter-faddeev (bsf) calculation is performed for the pentaquark $\theta^+$ in the diquark picture of jaffe and wilczek in which $\theta^+$ is a diquark-diquark-${\bar s}$ three-body system. nambu-jona-lasinio (njl) model is used to calculate the lowest order diagrams in the two-body scatterings of ${\bar s}d$ and $d d$. with the use of coupling constants determined from the meson sector, we find that ${\bar s}d$ interaction is attractive while $dd$ interaction is repulsive, and there is no bound $\frac 12^+$ pentaquark state. a bound pentaquark $\theta^+$ can only be obtained with unphysically strong vector mesonic coupling constants.","physics","h. mineo","2007-04-09"
1028,"a faddeev calculation for pentaquark $\theta^+$ in diquark picture with nambu-jona-lasinio type interaction","http://arxiv.org/abs/0704.1072","a bethe-salpeter-faddeev (bsf) calculation is performed for the pentaquark $\theta^+$ in the diquark picture of jaffe and wilczek in which $\theta^+$ is a diquark-diquark-${\bar s}$ three-body system. nambu-jona-lasinio (njl) model is used to calculate the lowest order diagrams in the two-body scatterings of ${\bar s}d$ and $d d$. with the use of coupling constants determined from the meson sector, we find that ${\bar s}d$ interaction is attractive while $dd$ interaction is repulsive, and there is no bound $\frac 12^+$ pentaquark state. a bound pentaquark $\theta^+$ can only be obtained with unphysically strong vector mesonic coupling constants.","physics","k. tsushima","2007-04-09"
1028,"a faddeev calculation for pentaquark $\theta^+$ in diquark picture with nambu-jona-lasinio type interaction","http://arxiv.org/abs/0704.1072","a bethe-salpeter-faddeev (bsf) calculation is performed for the pentaquark $\theta^+$ in the diquark picture of jaffe and wilczek in which $\theta^+$ is a diquark-diquark-${\bar s}$ three-body system. nambu-jona-lasinio (njl) model is used to calculate the lowest order diagrams in the two-body scatterings of ${\bar s}d$ and $d d$. with the use of coupling constants determined from the meson sector, we find that ${\bar s}d$ interaction is attractive while $dd$ interaction is repulsive, and there is no bound $\frac 12^+$ pentaquark state. a bound pentaquark $\theta^+$ can only be obtained with unphysically strong vector mesonic coupling constants.","physics","j. a. tjon","2007-04-09"
1033,"microlocal asymptotic analysis in algebras of generalized functions","http://arxiv.org/abs/0704.1077","we introduce a new type of local and microlocal asymptotic analysis in algebras of generalized functions, based on the presheaf properties of those algebras and on the properties of their elements with respect to a regularizing parameter. contrary to the more classical frequential analysis based on the fourier transform, we can describe a singular asymptotic spectrum which has good properties with respect to nonlinear operations. in this spirit we give several examples of propagation of singularities through nonlinear operators.","mathematics","antoine delcroix","2007-04-09"
1033,"microlocal asymptotic analysis in algebras of generalized functions","http://arxiv.org/abs/0704.1077","we introduce a new type of local and microlocal asymptotic analysis in algebras of generalized functions, based on the presheaf properties of those algebras and on the properties of their elements with respect to a regularizing parameter. contrary to the more classical frequential analysis based on the fourier transform, we can describe a singular asymptotic spectrum which has good properties with respect to nonlinear operations. in this spirit we give several examples of propagation of singularities through nonlinear operators.","mathematics","michael oberguggenberger","2007-04-09"
1033,"microlocal asymptotic analysis in algebras of generalized functions","http://arxiv.org/abs/0704.1077","we introduce a new type of local and microlocal asymptotic analysis in algebras of generalized functions, based on the presheaf properties of those algebras and on the properties of their elements with respect to a regularizing parameter. contrary to the more classical frequential analysis based on the fourier transform, we can describe a singular asymptotic spectrum which has good properties with respect to nonlinear operations. in this spirit we give several examples of propagation of singularities through nonlinear operators.","mathematics","antoine delcroix","2007-04-09"
1033,"microlocal asymptotic analysis in algebras of generalized functions","http://arxiv.org/abs/0704.1077","we introduce a new type of local and microlocal asymptotic analysis in algebras of generalized functions, based on the presheaf properties of those algebras and on the properties of their elements with respect to a regularizing parameter. contrary to the more classical frequential analysis based on the fourier transform, we can describe a singular asymptotic spectrum which has good properties with respect to nonlinear operations. in this spirit we give several examples of propagation of singularities through nonlinear operators.","mathematics","michael oberguggenberger","2007-04-09"
1065,"spinning strings, black holes and stable closed timelike geodesics","http://arxiv.org/abs/0704.1109","the existence and stability under linear perturbation of closed timelike curves in the spacetime associated to schwarzschild black hole pierced by a spinning string are studied. due to the superposition of the black hole, we find that the spinning string spacetime is deformed in such a way to allow the existence of closed timelike geodesics.","physics","valeria m. rosa","2007-04-09"
1065,"spinning strings, black holes and stable closed timelike geodesics","http://arxiv.org/abs/0704.1109","the existence and stability under linear perturbation of closed timelike curves in the spacetime associated to schwarzschild black hole pierced by a spinning string are studied. due to the superposition of the black hole, we find that the spinning string spacetime is deformed in such a way to allow the existence of closed timelike geodesics.","physics","patricio s. letelier","2007-04-09"
1105,"fermionic approach to the evaluation of integrals of rational symmetric functions","http://arxiv.org/abs/0704.1150","we use the fermionic construction of two-matrix model partition functions to evaluate integrals over rational symmetric functions. this approach is complementary to the one used in the paper ``integrals of rational symmetric functions, two-matrix models and biorthogonal polynomials'' \cite{paper2}, where these integrals were evaluated by a direct method.","mathematics","john harnad","2007-04-09"
1105,"fermionic approach to the evaluation of integrals of rational symmetric functions","http://arxiv.org/abs/0704.1150","we use the fermionic construction of two-matrix model partition functions to evaluate integrals over rational symmetric functions. this approach is complementary to the one used in the paper ``integrals of rational symmetric functions, two-matrix models and biorthogonal polynomials'' \cite{paper2}, where these integrals were evaluated by a direct method.","mathematics","alexander yu. orlov","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","hyung mok lee","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","toshinobu takagi","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","takehiko wada","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","takao nakagawa","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","taehyun kim","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","soojong pak","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","shinki oyabu","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","glenn j. white","2007-04-09"
